event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE56380,2024-07-22,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Hamas Movement,,Political militia,Military Forces of Israel (2022-),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,1,Newpress,National,"On 22 July 2024, Hamas militants targeted 3 Merkava tanks and a D9 bulldozers using Yasin 105 missiles and Shawath explosives in Bani Suheila (Khan Yunis, Gaza Strip). Casualties unknown.",0,,1753955132
PSE61987,2024-10-19,2024,1,Political violence,Battles,Armed clash,Hamas Movement,,Political militia,Military Forces of Israel (2022-),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,Gaza Strip,North Gaza,,Jabalya Camp,31.536,34.4907,2,Arutz Sheva; Haaretz; Newpress; Quds News Network; Times of Israel; Twitter,New media-National,"On 19 October 2024, Hamas targeted 2 Israeli tanks with a tandem and al-Yassin shells and detonated a tank with a Shawaz IED west of Jabalya Camp (North Gaza, Gaza Strip). Also, Hamas detonated an IED against a group of soldiers and clashed with them using firearms and grenades. Palestinian casualties unknown. The IDF confirmed the killing of 2 soldiers in North Gaza [coded to this location]. Also, Hamas targeted troops and troop carriers with IED and al-Yassin shells east of Jabalya Camp. On 28 October 2024, a third Israeli soldier died from his wounds, bringing the total number of fatalities to 3. (3 confirmed soldiers, unknown Palestinians). Fatalities coded at least 3.",3,,1753956638
PSE61522,2024-10-18,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Hamas Movement,,Political militia,Military Forces of Israel (2022-),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,Gaza Strip,North Gaza,,Jabalya Camp,31.536,34.4907,2,Arutz Sheva; Quds News Network; Times of Israel; Twitter,New media-National,"On 18 October 2024, Hamas targeted an Israeli tank with al-Yassin shells near Shadya school west of Jabalya Camp (North Gaza, Gaza Strip). Also, Hamas detonated a tank with an IED east of Jabalya Camp. The IDF confirmed that a Israeli soldier died from his wounds.",1,,1753956638
PSE60013,2024-09-17,2024,1,Political violence,Battles,Armed clash,Hamas Movement,,Political militia,Military Forces of Israel (2022-),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Arab 48; Arutz Sheva; Haaretz; Israeli Defense Forces; Joe Truzman; Ma'an News Agency; Newpress; Quds News Network; Times of Israel; Twitter,Other-New media,"On 17 September 2024, Hamas ambushed Israeli forces who were in a house and targeted them with a guided missile in Tal as Sultan (Rafah, Gaza Strip), killing 4 soldiers and injuring 5 more, 3 were seriously injured. The IDF confirmed that 4 soldiers including a female soldier were killed after they enter a booby-trapped building in Tal as Sultan. On 1 November 2024,an Israeli soldier succumbed to his wounds raising confirmed Israeli fatalities to 5.",5,,1762829569
PSE43068,2024-01-04,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,,275,Middle East,Occupied Palestine,West Bank,Hebron,,Umm al Khayr,31.4254,35.1957,2,Ma'an News Agency; Palestine News and Information Agency,National,"Property destruction: On 4 January 2024, Israeli forces razed Palestinian-owned lands near Umm al Khayr (Hebron, West Bank) to open a road to connect the Maon and Karmiel settlements.",0,,1760471104
PSE54445,2024-06-05,2024,1,Political violence,Riots,Mob violence,Rioters (Israel),Settlers (Israel),Rioters,Civilians (Palestine),,Civilians,Rioters-Civilians,Civilian targeting,275,Middle East,Occupied Palestine,West Bank,Hebron,,Umm al Khayr,31.4254,35.1957,1,PLO Negotiations Affairs Department,Other,"On 5 June 2024, Israeli settler rioters hurled stones at Palestinian vehicles at the entrance of Umm al Khayr (Hebron, West Bank) as they were passing by. There were no casualties.",0,crowd size=no report,1760471104
PSE54806,2024-06-26,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,,275,Middle East,Occupied Palestine,West Bank,Hebron,,Umm al Khayr,31.4254,35.1957,1,Palestine News and Information Agency,National,"Property destruction: On 26 June 2024, Israeli forces demolished 11 Palestinian-owned houses and residential facilities in Umm al Khayr (Hebron, West Bank).",0,,1760471104
PSE55338,2024-07-03,2024,1,Political violence,Riots,Mob violence,Rioters (Israel),Settlers (Israel),Rioters,Civilians (Palestine),,Civilians,Rioters-Civilians,Civilian targeting,275,Middle East,Occupied Palestine,West Bank,Hebron,,Maon,31.4133,35.1639,2,Palestine News and Information Agency,National,"On 3 July 2024, Israeli settler rioters hurled stones at Palestinian vehicles near the Maon intersection (Hebron, West Bank) as they were passing by, causing material damages to a vehicle. There were no casualties.",0,crowd size=no report,1730764868
PSE55342,2024-07-03,2024,1,Political violence,Riots,Mob violence,Rioters (Israel),Settlers (Israel),Rioters,,,,Rioters only,,275,Middle East,Occupied Palestine,West Bank,Hebron,,Umm al Khayr,31.4254,35.1957,1,Palestine News and Information Agency,National,"On 3 July 2024, Israeli settler rioter, from the Shimon settlement, destroyed a water pipeline that feeds over 30 houses in Umm al Khayr (Hebron, West Bank).",0,crowd size=no report,1760471104
PSE55727,2024-07-09,2024,1,Political violence,Riots,Mob violence,Rioters (Israel),Military Forces of Israel (2022-); Settlers (Israel),Rioters,Civilians (Palestine),,Civilians,Rioters-Civilians,Civilian targeting,275,Middle East,Occupied Palestine,West Bank,Hebron,,Umm al Khayr,31.4254,35.1957,1,Palestine News and Information Agency,National,"On 9 July 2024, Israeli settler rioters, from the Shimon outpost, under the protection of Israeli forces destroyed the main water pipelines in Umm al Khayr (Hebron, West Bank) that provides water supply to the houses.",0,crowd size=no report,1760471104
PSE55798,2024-07-07,2024,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Rioters (Israel),Settlers (Israel),Rioters,Rioters-Rioters,,275,Middle East,Occupied Palestine,West Bank,Hebron,,Maon,31.4133,35.1639,2,Long War Journal,International,"On 7 July 2024, Palestinian rioters clashed with Israeli settler rioters near Maon (Hebron, West Bank). A settler was injured due to stone throwing.",0,crowd size=no report,1730764868
PSE57938,2024-08-14,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,,275,Middle East,Occupied Palestine,West Bank,Hebron,,Umm al Khayr,31.4254,35.1957,1,Palestine News and Information Agency,National,"Property destruction: On 14 August 2024, Israeli forces demolished a tent and 3 mobile homes belonging to Palestinians in Umm al Khayr (Hebron, West Bank).",0,,1760471104
PSE62002,2024-10-22,2024,1,Political violence,Riots,Mob violence,Rioters (Israel),Settlers (Israel),Rioters,Civilians (Palestine),Prisoners (Palestine),Civilians,Rioters-Civilians,Civilian targeting,275,Middle East,Occupied Palestine,West Bank,Hebron,,Maon,31.4133,35.1639,1,Palestine News and Information Agency,National,"On 22 October 2024, Israeli settlers beat up a Palestinian teen in the Maon settlement (Hebron, West Bank). Settlers kidnapped the teen and brought him to the settlement before the attack. The Palestinian teen suffered from bruises and was hospitalized.",0,crowd size=no report,1730764868
PSE62305,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Occupied Palestine,Gaza Strip,Khan Yunis,,Abasan al Kabirah,31.3191,34.3401,2,Arab 48; Ma'an News Agency; Palestine News and Information Agency; Quds News Network,National,"On 26 October 2024, at around 15:10, Israeli warplanes struck the Al Shahaydeh area north of Abasan al Kabirah (Khan Yunis, Gaza Strip), killing an injuring a number of Palestinians [unspecified number of fatalities coded as 3].",3,,1753956638
